exp_id,arm,style,checkpoint_step,prompt_id,seed,lora_weight,output_path,output_sha256,nearest_training_item,nearest_training_dhash,nearest_holdout_item,nearest_holdout_dhash,max_clip_cosine_to_training,most_similar_training_item_clip,near_copy_flag
EXP-026,EXP-024n12,minimal-geometric,300,VP1-style,1337,0.7,outputs/EXP-025/EXP-025__EXP-024n12__minimal-geometric__ck00300__VP1-style__seed1337__w0p7.png,daac76b2470102f170592c63625e842b407635d6ef56d59b73d2da8edeead844,DS-0003,23,DS-0115,26,0.616111,DS-0042,False
EXP-026,EXP-024n12,minimal-geometric,300,VP1-style,1337,1.0,outputs/EXP-025/EXP-025__EXP-024n12__minimal-geometric__ck00300__VP1-style__seed1337__w1.png,71837817ddef010f64433762487b2a74f98a9c6d06677b7deccdabd19d4234c2,DS-0030,20,DS-0103,27,0.623723,DS-0051,False
EXP-026,EXP-024n12,minimal-geometric,300,VP2-shared,42,0.7,outputs/EXP-025/EXP-025__EXP-024n12__minimal-geometric__ck00300__VP2-shared__seed42__w0p7.png,1453f72527c0714848ed84e97aad338cbaebbe7614bf32cd5224e3cab0d2a860,DS-0050,21,DS-0048,28,0.472187,DS-0043,False
EXP-026,EXP-024n12,minimal-geometric,300,VP2-shared,42,1.0,outputs/EXP-025/EXP-025__EXP-024n12__minimal-geometric__ck00300__VP2-shared__seed42__w1.png,5aa9e4617e248c8fcbccfe8607dacbf3955ddd3bacfaccaed501f020ddd98641,DS-0025,24,DS-0115,24,0.562405,DS-0007,False
EXP-026,EXP-024n12,minimal-geometric,300,VP2-shared,1337,0.7,outputs/EXP-025/EXP-025__EXP-024n12__minimal-geometric__ck00300__VP2-shared__seed1337__w0p7.png,7126f7f96e1dc37f4f4c1d86976a9790af5b8105367458192c5e21488eb202f9,DS-0001,25,DS-0103,26,0.518849,DS-0038,False
EXP-026,EXP-024n12,minimal-geometric,300,VP2-shared,1337,1.0,outputs/EXP-025/EXP-025__EXP-024n12__minimal-geometric__ck00300__VP2-shared__seed1337__w1.png,602e8006ef57249fec5650653ffe3a5f8d307308355df38db0d86553c50e5984,DS-0013,19,DS-0079,30,0.627447,DS-0041,False
EXP-026,EXP-024n24,minimal-geometric,150,VP1-style,42,0.7,outputs/EXP-025/EXP-025__EXP-024n24__minimal-geometric__ck00150__VP1-style__seed42__w0p7.png,ab4ace6386ed8ac3a3c53f2895bfdb92e1213891dba459516629ff8953acaced,DS-0046,20,DS-0048,27,0.354662,DS-0003,False
EXP-026,EXP-024n24,minimal-geometric,150,VP1-style,42,1.0,outputs/EXP-025/EXP-025__EXP-024n24__minimal-geometric__ck00150__VP1-style__seed42__w1.png,470a3db0086c0ea2f5dd5bef2f6780467b1be70d4ff09b92507fca2fd2002619,DS-0012,21,DS-0048,29,0.374571,DS-0003,False
EXP-026,EXP-024n24,minimal-geometric,150,VP1-style,1337,0.7,outputs/EXP-025/EXP-025__EXP-024n24__minimal-geometric__ck00150__VP1-style__seed1337__w0p7.png,043e30fc42a0bf99738871560daf11af53845d4ddd8da33259f8dfb13bc8fbcd,DS-0016,26,DS-0088,28,0.422273,DS-0042,False
EXP-026,EXP-024n24,minimal-geometric,150,VP1-style,1337,1.0,outputs/EXP-025/EXP-025__EXP-024n24__minimal-geometric__ck00150__VP1-style__seed1337__w1.png,d3cbcb2ba1615ed6ae7b2fae0e1309f0342334367303fe79b6f5eb2f898cd7a6,DS-0004,26,DS-0115,26,0.401605,DS-0052,False
EXP-026,EXP-024n24,minimal-geometric,150,VP2-shared,42,0.7,outputs/EXP-025/EXP-025__EXP-024n24__minimal-geometric__ck00150__VP2-shared__seed42__w0p7.png,b7bce3c8b5b714af8d9c4ad0034709cca005c919f6be7d7785c19a447dbb2bbe,DS-0028,19,DS-0115,25,0.429879,DS-0043,False
EXP-026,EXP-024n24,minimal-geometric,150,VP2-shared,42,1.0,outputs/EXP-025/EXP-025__EXP-024n24__minimal-geometric__ck00150__VP2-shared__seed42__w1.png,fad6d4cd8226dd5a66d7d0ccf33d655ff106645b305d0bad1b488680182a6cad,DS-0046,20,DS-0120,28,0.494883,DS-0043,False
EXP-026,EXP-024n24,minimal-geometric,150,VP2-shared,1337,0.7,outputs/EXP-025/EXP-025__EXP-024n24__minimal-geometric__ck00150__VP2-shared__seed1337__w0p7.png,c70a794b25da461fb35e2d143b6fb67d9268d3de8d1ea8e52769427d28672950,DS-0001,25,DS-0079,29,0.365986,DS-0050,False
EXP-026,EXP-024n24,minimal-geometric,150,VP2-shared,1337,1.0,outputs/EXP-025/EXP-025__EXP-024n24__minimal-geometric__ck00150__VP2-shared__seed1337__w1.png,96aa621093fef1a5b080a063cec6506c7cf27dc4435e69c21706c6f32d85b7a4,DS-0012,24,DS-0048,32,0.436021,DS-0038,False
EXP-026,EXP-024n24,minimal-geometric,300,VP1-style,42,0.7,outputs/EXP-025/EXP-025__EXP-024n24__minimal-geometric__ck00300__VP1-style__seed42__w0p7.png,7a0f6a95a16605d8dd8eace50930d7abcdde5d013bf8badcc3db329814618cb5,DS-0012,19,DS-0115,23,0.452463,DS-0030,False
EXP-026,EXP-024n24,minimal-geometric,300,VP1-style,42,1.0,outputs/EXP-025/EXP-025__EXP-024n24__minimal-geometric__ck00300__VP1-style__seed42__w1.png,3a534d87afb79ee201f91ca3bc630d495d498bc8dd6ed3d388bdc08c5ffd3361,DS-0012,20,DS-0120,25,0.497421,DS-0037,False
EXP-026,EXP-024n24,minimal-geometric,300,VP1-style,1337,0.7,outputs/EXP-025/EXP-025__EXP-024n24__minimal-geometric__ck00300__VP1-style__seed1337__w0p7.png,eb58127aa0520bcdee36fbec1153bc87a7979717012d0fc42bb6c77e8b996264,DS-0043,23,DS-0115,26,0.449933,DS-0051,False
EXP-026,EXP-024n24,minimal-geometric,300,VP1-style,1337,1.0,outputs/EXP-025/EXP-025__EXP-024n24__minimal-geometric__ck00300__VP1-style__seed1337__w1.png,f9f06cce8cd5f2969d9374b540e60a77267f248df429a509b1ed27084b164ed0,DS-0019,24,DS-0103,23,0.414213,DS-0020,False
EXP-026,EXP-024n24,minimal-geometric,300,VP2-shared,42,0.7,outputs/EXP-025/EXP-025__EXP-024n24__minimal-geometric__ck00300__VP2-shared__seed42__w0p7.png,6701ead515ad918c75d506c317c629f5c55773fb2875dcb11868d7bb51965025,DS-0046,22,DS-0048,27,0.443546,DS-0043,False
EXP-026,EXP-024n24,minimal-geometric,300,VP2-shared,42,1.0,outputs/EXP-025/EXP-025__EXP-024n24__minimal-geometric__ck00300__VP2-shared__seed42__w1.png,3a028174adabc762d7da3850c99b8b3e03f60dc5341fab959bd84e25f3e635e9,DS-0012,22,DS-0048,26,0.416599,DS-0043,False
EXP-026,EXP-024n24,minimal-geometric,300,VP2-shared,1337,0.7,outputs/EXP-025/EXP-025__EXP-024n24__minimal-geometric__ck00300__VP2-shared__seed1337__w0p7.png,6b1832bf5925c17cb03b2ef2f2ea04214d4ffaf730fef7d4d05cc3b6750960ac,DS-0032,24,DS-0115,29,0.437272,DS-0038,False
EXP-026,EXP-024n24,minimal-geometric,300,VP2-shared,1337,1.0,outputs/EXP-025/EXP-025__EXP-024n24__minimal-geometric__ck00300__VP2-shared__seed1337__w1.png,09ff7df0d78a163c3ec2b7be663496393fbc4d61c4566a34b027901240ea2509,DS-0011,25,DS-0088,28,0.481359,DS-0006,False
EXP-026,BASE-minimal-geometric,minimal-geometric,0,VP1-style,42,,outputs/EXP-025/EXP-025__BASE-minimal-geometric__minimal-geometric__ck00000__VP1-style__seed42__base.png,d3740778e9ee7a70fd2f1712f5e706185d4eb75f8a91ed944677d6f6a1889586,DS-0015,23,DS-0120,28,0.369702,DS-0006,False
EXP-026,BASE-minimal-geometric,minimal-geometric,0,VP1-style,1337,,outputs/EXP-025/EXP-025__BASE-minimal-geometric__minimal-geometric__ck00000__VP1-style__seed1337__base.png,13a89a3b8feb5c898486842cd9d14072f6c05caad0bc6f7643eeff62240453e7,DS-0016,23,DS-0103,29,0.422669,DS-0042,False
EXP-026,BASE-minimal-geometric,minimal-geometric,0,VP2-shared,42,,outputs/EXP-025/EXP-025__BASE-minimal-geometric__minimal-geometric__ck00000__VP2-shared__seed42__base.png,44c9954e14382a16e654b85419d0b10bbdb6c7fe471211eefe3effab15399434,DS-0030,22,DS-0048,23,0.399003,DS-0043,False
EXP-026,BASE-minimal-geometric,minimal-geometric,0,VP2-shared,1337,,outputs/EXP-025/EXP-025__BASE-minimal-geometric__minimal-geometric__ck00000__VP2-shared__seed1337__base.png,89ce02962b3916e5932d00ad9b7731038dc0609404f4d60f8dc56bcb5d0e1b52,DS-0042,23,DS-0079,27,0.316459,DS-0030,False
EXP-026,BASE-ukiyo-e,ukiyo-e,0,VP1-style,42,,outputs/EXP-025/EXP-025__BASE-ukiyo-e__ukiyo-e__ck00000__VP1-style__seed42__base.png,a8ffcd2207064596c961fc17e3303da99eee7b190cd8ad197934528bb5fa3738,DS-0104,20,DS-0048,26,0.282508,DS-0137,False
EXP-026,BASE-ukiyo-e,ukiyo-e,0,VP1-style,1337,,outputs/EXP-025/EXP-025__BASE-ukiyo-e__ukiyo-e__ck00000__VP1-style__seed1337__base.png,3e8f3b6e9eb494eae8032988a153b053883346cc103ab44c8d44d68b189f7ea3,DS-0145,20,DS-0103,22,0.548559,DS-0137,False
EXP-026,BASE-ukiyo-e,ukiyo-e,0,VP2-shared,42,,outputs/EXP-025/EXP-025__BASE-ukiyo-e__ukiyo-e__ck00000__VP2-shared__seed42__base.png,957eec8be70a13deb3a534f87d9df775a2680ecbc308fbfdd6dea35fbc4a64ce,DS-0137,16,DS-0120,24,0.373569,DS-0123,False
EXP-026,BASE-ukiyo-e,ukiyo-e,0,VP2-shared,1337,,outputs/EXP-025/EXP-025__BASE-ukiyo-e__ukiyo-e__ck00000__VP2-shared__seed1337__base.png,c2848c9389cb3fac9a7123033613830fcdd4dd76dd4405882c26044f2e10276d,DS-0105,18,DS-0115,26,0.397444,DS-0134,False
EXP-026,BASE-retro-poster,retro-poster,0,VP1-style,42,,outputs/EXP-025/EXP-025__BASE-retro-poster__retro-poster__ck00000__VP1-style__seed42__base.png,07d80ac234fcd173a2cafcaf1dded7753058fde4423fb823b5f32b7d57d9726b,DS-0073,24,DS-0120,22,0.2748,DS-0076,False
EXP-026,BASE-retro-poster,retro-poster,0,VP1-style,1337,,outputs/EXP-025/EXP-025__BASE-retro-poster__retro-poster__ck00000__VP1-style__seed1337__base.png,312c778f45a2bd6cfc25c3e464db4cb09f4f537f57cbd17940b3e6d982282a41,DS-0087,25,DS-0048,27,0.245073,DS-0062,False
EXP-026,BASE-retro-poster,retro-poster,0,VP2-shared,42,,outputs/EXP-025/EXP-025__BASE-retro-poster__retro-poster__ck00000__VP2-shared__seed42__base.png,f63a2216f422db2ae81b831c667e9c6f1c25967959c2cf8cd48fbc709350e83f,DS-0084,22,DS-0079,23,0.200103,DS-0073,False
EXP-026,BASE-retro-poster,retro-poster,0,VP2-shared,1337,,outputs/EXP-025/EXP-025__BASE-retro-poster__retro-poster__ck00000__VP2-shared__seed1337__base.png,d64f9f18e265a7651f3a84d0a31616a3ecd24c1256176255daf5deba2d57c727,DS-0081,23,DS-0103,24,0.306375,DS-0068,False
