exp_id,condition_id,method,timestamp_utc,model_repo_id,model_revision_sha,method_repo_id,method_revision_sha,image_encoder_revision_sha,torch_version,torch_cuda_version,diffusers_version,gpu_name,dtype,scheduler,prompt_id,prompt_sha256,negative_prompt_sha256,reference_id,reference_sha256,reference_preprocess,reference_retained_area_fraction,influence_level,strength_param_name,strength_value,effective_steps,seed,width,height,steps,guidance_scale,memory_tier,process_config_key,safety_checker_present,safety_checker_enabled,vae_variant,load_seconds,generate_seconds,peak_vram_allocated_mb,peak_vram_reserved_mb,peak_device_used_mb,peak_process_rss_mb,output_sha256,status,error_type,error_message,output_path
EXP-010,C1,text-only,2026-08-01T00:51:10+00:00,stable-diffusion-v1-5/stable-diffusion-v1-5,451f4fe16113bff5a5d2269ed5ad43b0592e9a14,,,,2.13.0+cu126,12.6,0.39.0,NVIDIA GeForce RTX 4060 Laptop GPU,float16,DPMSolverMultistepScheduler,P1-poster,9c67354e368ec9b9f6e28c25781f08ad6c816ef91f74c3b969ea4591b4c24722,322eba37a8cc00f3465f0420c556f351054c86b0fe77297c0e50f65cb6b7b494,,,not applicable - no reference used,,none,,,30,42,512,1536,30,7.5,0,text-only@512x1536@tier0,True,False,pipeline default,11.098,11.713,3892.01,5470.0,6583.5,2761.93,51d81e74df6f5b48710e211adbbb62f40e68f2f45305233002e650c292513ac3,ok,,,outputs/EXP-010/EXP-010__text-only__C1__R1__none__sna__512x1536__seed42__tier0.png
EXP-010,C1,text-only,2026-08-01T00:51:22+00:00,stable-diffusion-v1-5/stable-diffusion-v1-5,451f4fe16113bff5a5d2269ed5ad43b0592e9a14,,,,2.13.0+cu126,12.6,0.39.0,NVIDIA GeForce RTX 4060 Laptop GPU,float16,DPMSolverMultistepScheduler,P1-poster,9c67354e368ec9b9f6e28c25781f08ad6c816ef91f74c3b969ea4591b4c24722,322eba37a8cc00f3465f0420c556f351054c86b0fe77297c0e50f65cb6b7b494,,,not applicable - no reference used,,none,,,30,1337,512,1536,30,7.5,0,text-only@512x1536@tier0,True,False,pipeline default,11.098,11.781,3892.01,5470.0,6583.5,2762.31,7fdbcfeb5beffbe5b9a05057108e0cb81efe4076b68fe1dee5b6e209342525ec,ok,,,outputs/EXP-010/EXP-010__text-only__C1__R1__none__sna__512x1536__seed1337__tier0.png
EXP-010,C1,text-only,2026-08-01T00:51:34+00:00,stable-diffusion-v1-5/stable-diffusion-v1-5,451f4fe16113bff5a5d2269ed5ad43b0592e9a14,,,,2.13.0+cu126,12.6,0.39.0,NVIDIA GeForce RTX 4060 Laptop GPU,float16,DPMSolverMultistepScheduler,P1-poster,9c67354e368ec9b9f6e28c25781f08ad6c816ef91f74c3b969ea4591b4c24722,322eba37a8cc00f3465f0420c556f351054c86b0fe77297c0e50f65cb6b7b494,,,not applicable - no reference used,,none,,,30,2026,512,1536,30,7.5,0,text-only@512x1536@tier0,True,False,pipeline default,11.098,11.92,3892.01,5470.0,6583.5,2762.53,f06104de32b8cc3eaaf16729dc51ecaa4eeae17687364213e33f34d173cff429,ok,,,outputs/EXP-010/EXP-010__text-only__C1__R1__none__sna__512x1536__seed2026__tier0.png
EXP-010,C2,text-only,2026-08-01T00:51:46+00:00,stable-diffusion-v1-5/stable-diffusion-v1-5,451f4fe16113bff5a5d2269ed5ad43b0592e9a14,,,,2.13.0+cu126,12.6,0.39.0,NVIDIA GeForce RTX 4060 Laptop GPU,float16,DPMSolverMultistepScheduler,P2-geo,85ea0319cf2a6b0219702873d88f21092ac7334553e56c13c7603daec34b4660,322eba37a8cc00f3465f0420c556f351054c86b0fe77297c0e50f65cb6b7b494,,,not applicable - no reference used,,none,,,30,42,512,1536,30,7.5,0,text-only@512x1536@tier0,True,False,pipeline default,11.098,11.77,3892.01,5470.0,6583.5,2762.64,b0be01e9cf60241e8d0f182aff1b7b0818afc912e46577d5e4b4d908d84a6425,ok,,,outputs/EXP-010/EXP-010__text-only__C2__R2__none__sna__512x1536__seed42__tier0.png
EXP-010,C2,text-only,2026-08-01T00:51:58+00:00,stable-diffusion-v1-5/stable-diffusion-v1-5,451f4fe16113bff5a5d2269ed5ad43b0592e9a14,,,,2.13.0+cu126,12.6,0.39.0,NVIDIA GeForce RTX 4060 Laptop GPU,float16,DPMSolverMultistepScheduler,P2-geo,85ea0319cf2a6b0219702873d88f21092ac7334553e56c13c7603daec34b4660,322eba37a8cc00f3465f0420c556f351054c86b0fe77297c0e50f65cb6b7b494,,,not applicable - no reference used,,none,,,30,1337,512,1536,30,7.5,0,text-only@512x1536@tier0,True,False,pipeline default,11.098,11.837,3892.01,5470.0,6583.5,2762.66,a52416a6724c18cb9229c2878e704b6613abaad744ce212c18bd3b01e06da26a,ok,,,outputs/EXP-010/EXP-010__text-only__C2__R2__none__sna__512x1536__seed1337__tier0.png
EXP-010,C2,text-only,2026-08-01T00:52:10+00:00,stable-diffusion-v1-5/stable-diffusion-v1-5,451f4fe16113bff5a5d2269ed5ad43b0592e9a14,,,,2.13.0+cu126,12.6,0.39.0,NVIDIA GeForce RTX 4060 Laptop GPU,float16,DPMSolverMultistepScheduler,P2-geo,85ea0319cf2a6b0219702873d88f21092ac7334553e56c13c7603daec34b4660,322eba37a8cc00f3465f0420c556f351054c86b0fe77297c0e50f65cb6b7b494,,,not applicable - no reference used,,none,,,30,2026,512,1536,30,7.5,0,text-only@512x1536@tier0,True,False,pipeline default,11.098,11.806,3892.01,5470.0,6583.5,2762.79,288733717d1ee70e137befebd08a219c510a9fabf1bec76af41ff6780307e3f4,ok,,,outputs/EXP-010/EXP-010__text-only__C2__R2__none__sna__512x1536__seed2026__tier0.png
EXP-010,C4,text-only,2026-08-01T00:52:22+00:00,stable-diffusion-v1-5/stable-diffusion-v1-5,451f4fe16113bff5a5d2269ed5ad43b0592e9a14,,,,2.13.0+cu126,12.6,0.39.0,NVIDIA GeForce RTX 4060 Laptop GPU,float16,DPMSolverMultistepScheduler,P4-deck,bfd72ef751983f8a267f571a92badb946d8eb238b3cdc44f547d63b5a30bc19c,322eba37a8cc00f3465f0420c556f351054c86b0fe77297c0e50f65cb6b7b494,,,not applicable - no reference used,,none,,,30,42,512,1536,30,7.5,0,text-only@512x1536@tier0,True,False,pipeline default,11.098,11.843,3892.01,5470.0,6583.5,2762.85,e719061e278a3a15f9b95fc0c0c97927cbee68228112b83042620c14095a103e,ok,,,outputs/EXP-010/EXP-010__text-only__C4__R4__none__sna__512x1536__seed42__tier0.png
EXP-010,C4,text-only,2026-08-01T00:52:34+00:00,stable-diffusion-v1-5/stable-diffusion-v1-5,451f4fe16113bff5a5d2269ed5ad43b0592e9a14,,,,2.13.0+cu126,12.6,0.39.0,NVIDIA GeForce RTX 4060 Laptop GPU,float16,DPMSolverMultistepScheduler,P4-deck,bfd72ef751983f8a267f571a92badb946d8eb238b3cdc44f547d63b5a30bc19c,322eba37a8cc00f3465f0420c556f351054c86b0fe77297c0e50f65cb6b7b494,,,not applicable - no reference used,,none,,,30,1337,512,1536,30,7.5,0,text-only@512x1536@tier0,True,False,pipeline default,11.098,11.918,3892.01,5470.0,6583.5,2762.95,35df70f05c2f9f1ed0ae2a49b1d5f6a4e58e68c72330d1353da5da43610c3056,ok,,,outputs/EXP-010/EXP-010__text-only__C4__R4__none__sna__512x1536__seed1337__tier0.png
EXP-010,C4,text-only,2026-08-01T00:52:46+00:00,stable-diffusion-v1-5/stable-diffusion-v1-5,451f4fe16113bff5a5d2269ed5ad43b0592e9a14,,,,2.13.0+cu126,12.6,0.39.0,NVIDIA GeForce RTX 4060 Laptop GPU,float16,DPMSolverMultistepScheduler,P4-deck,bfd72ef751983f8a267f571a92badb946d8eb238b3cdc44f547d63b5a30bc19c,322eba37a8cc00f3465f0420c556f351054c86b0fe77297c0e50f65cb6b7b494,,,not applicable - no reference used,,none,,,30,2026,512,1536,30,7.5,0,text-only@512x1536@tier0,True,False,pipeline default,11.098,11.897,3892.01,5470.0,6583.5,2762.97,92db452060df060979162abcfe08f2a3460e2332365afe29eab0a84bef6a3178,ok,,,outputs/EXP-010/EXP-010__text-only__C4__R4__none__sna__512x1536__seed2026__tier0.png
