adapter_lora_key_count,adapter_path,adapter_reload_ok,adapter_reloaded_adapter_modules,adapter_sha256,adapter_size_bytes,adapter_tensor_count,adapter_unexpected_base_model_keys,alpha,attention_impl,base_model_repo_id,base_model_revision_sha,batch_size,caption_strategy,dataset_version,diffusers_version,effective_batch_size,error_message,error_type,exp_id,gate_failures,gates_base_unet_parameters_frozen,gates_expected_trainable_parameters,gates_first_loss,gates_global_steps_completed,gates_gradients_finite,gates_gradients_nonzero,gates_gradients_present,gates_last_loss,gates_lora_params_changed,gates_lora_params_l2_delta,gates_lora_params_sha256_after,gates_lora_params_sha256_before,gates_loss_decreased,gates_losses_finite,gates_optimizer_steps_completed,gates_trainable_lora_parameters,gates_trainable_lora_tensors,gates_passed,gpu_name,grad_accum,gradient_checkpointing,height,item_count,latent_caching,learning_rate,memory_tier,optimizer,optimizer_state_dtype,optimizer_steps_planned,peft_version,phase,precision,process_config_key,rank,resources_peak_forward_backward_allocated_mb,resources_peak_optimizer_step_allocated_mb,resources_peak_process_rss_mb,resources_post_load_allocated_mb,resources_post_load_device_used_mb,resources_post_load_reserved_mb,resources_process_peak_allocated_mb,resources_process_peak_device_used_mb,resources_process_peak_reserved_mb,resources_reset_boundaries,resources_seconds_per_optimizer_step,resources_wall_seconds,sample_order_sha256,seed,smoke_kit_fingerprint,smoke_manifest_path,source_transform,status,style,target_modules,text_encoder_trained,timestamp_utc,torch_cuda_version,torch_version,vae_trained,width
256,outputs/lora/EXP-017a__probe-1step__512x1536__r8a8__lr0p0001__bs1x1__st1__seed42__tier0/pytorch_lora_weights.safetensors,not measured,not measured,9053d846c4d131d2a0b76933251606d4701661e77252718409deedf8d00ead9d,6414480,256,,8,sdpa,stable-diffusion-v1-5/stable-diffusion-v1-5,451f4fe16113bff5a5d2269ed5ad43b0592e9a14,1,dataset-v1 captions verbatim; no trigger token (trigger-token design deferred to Prototype 4),dataset-v1,0.39.0,1,,,EXP-017a,,True,1594368,0.0501282773911953,1,True,True,True,0.0501282773911953,True,0.08664978,6bfc7af4cf311f4d042c3cced7a21f2030eb15f1aeb3ad0a57bdd330c50ab575,732827449d73cd82c909b9c816fbadf77bb5365456e0c8399ab52f2bd5f9a799,False,True,1,1594368,256,True,NVIDIA GeForce RTX 4060 Laptop GPU,1,False,1536,12,False,0.0001,0,torch.optim.AdamW,fp32,1,0.20.0,probe-1step,fp16,EXP-017a__probe-1step__512x1536__tier0__r8__seed42,8,5160.96,2112.68,5080.38,2066.56,3207.5,2112.0,5160.96,6429.5,5304.0,reset before component load; reset before step 0 forward/backward; reset before step 0 optimizer step,2.5533,8.437,4598b4e8307aad67cd46c997960ecec0d35f911c2134d63136b69fd27bd0987d,42,a8052f44045c1511d72689438a65216efd044fe7b494978fae59daac0b8e6470,data/manifests/smoke-test-p3.csv,none,ok,minimal-geometric,"unet attention to_q,to_k,to_v,to_out.0",False,2026-08-03T23:38:38Z,12.6,2.13.0+cu126,False,512
256,outputs/lora/EXP-017b__probe-10step__512x1536__r8a8__lr0p0001__bs1x1__st10__seed42__tier0/pytorch_lora_weights.safetensors,not measured,not measured,e86d9c980026e2be6ef1a1b12141310b5f8e4106ab1618d5a835de0f6a8019de,6414480,256,,8,sdpa,stable-diffusion-v1-5/stable-diffusion-v1-5,451f4fe16113bff5a5d2269ed5ad43b0592e9a14,1,dataset-v1 captions verbatim; no trigger token (trigger-token design deferred to Prototype 4),dataset-v1,0.39.0,1,,,EXP-017b,,True,1594368,0.0501282773911953,10,True,True,True,0.016373317688703537,True,0.48575947,005d42f91cfb922e908009adf5cd2edd8839936eeda7e78a0157989f5ea9d379,890a667d0af9e6767aa81a546a6b4bb12825db8d28241ea7cfc75b046047e342,True,True,10,1594368,256,True,NVIDIA GeForce RTX 4060 Laptop GPU,1,False,1536,12,False,0.0001,0,torch.optim.AdamW,fp32,10,0.20.0,probe-10step,fp16,EXP-017b__probe-10step__512x1536__tier0__r8__seed42,8,5182.58,2118.76,5027.64,2066.56,3207.5,2112.0,5182.58,6449.5,5324.0,reset before component load; reset before step 0 forward/backward; reset before step 0 optimizer step,1.1223,16.303,32998d3c90b7f6ae44e5112ca3180d25c11f084f832a74e90f447a683de9c2c1,42,a8052f44045c1511d72689438a65216efd044fe7b494978fae59daac0b8e6470,data/manifests/smoke-test-p3.csv,none,ok,minimal-geometric,"unet attention to_q,to_k,to_v,to_out.0",False,2026-08-03T23:38:58Z,12.6,2.13.0+cu126,False,512
